単位[MW平均],,供給力,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2024/3/19,14:00,6757,0,690,2308,64,287,395,0,238,2320,0,86,0,-181,0,550,0,6757
2024/3/19,14:30,6813,0,850,2363,64,274,402,0,238,2052,0,81,0,-327,0,816,0,6813
2024/3/19,15:00,6763,0,1041,2501,64,283,422,0,240,1759,0,78,0,-308,0,684,0,6764
2024/3/19,15:30,6839,0,1086,3055,64,286,416,0,241,1494,0,91,0,-2,0,108,0,6839
2024/3/19,16:00,6772,0,1216,3264,64,301,464,0,242,1150,0,102,0,0,0,-32,0,6771
2024/3/19,16:30,6879,0,1447,3283,64,332,465,0,242,870,0,111,0,16,0,48,0,6878
2024/3/19,17:00,6793,0,1221,3362,64,359,448,0,242,545,0,109,0,2,0,440,0,6792
2024/3/19,17:30,7003,0,1245,3368,65,376,467,0,243,220,0,102,0,77,0,840,0,7003
2024/3/19,18:00,7011,0,1128,3369,65,390,476,0,243,13,0,105,0,39,0,1182,0,7010
2024/3/19,18:30,7195,0,1343,3372,65,405,468,0,244,0,0,118,0,39,0,1140,0,7194
2024/3/19,19:00,7069,0,1454,3378,65,404,499,0,244,0,0,134,0,80,0,810,0,7068
2024/3/19,19:30,7036,0,1290,3360,64,410,478,0,244,0,0,140,0,90,0,960,0,7036
2024/3/19,20:00,6971,0,1499,3361,64,388,453,0,244,0,0,157,0,105,0,700,0,6971
2024/3/19,20:30,6868,0,1296,3346,61,392,437,0,245,0,0,163,0,94,0,834,0,6868
2024/3/19,21:00,6695,0,1507,3320,63,382,418,0,244,0,0,161,0,93,0,508,0,6696
2024/3/19,21:30,6541,0,1352,3315,62,354,407,0,244,0,0,162,0,68,0,576,0,6540
2024/3/19,22:00,6264,0,1169,3315,61,333,363,0,244,0,0,167,0,20,0,592,0,6264
2024/3/19,22:30,6150,0,1436,3251,61,331,356,0,244,0,0,160,0,12,0,298,0,6149
2024/3/19,23:00,6032,0,1256,3100,61,339,364,0,245,0,0,165,0,0,0,502,0,6032
2024/3/19,23:30,5739,0,1058,3021,60,361,363,0,245,0,0,143,0,0,0,488,0,5739
2024/3/20,00:00,5664,0,959,2949,61,341,354,0,245,0,0,161,0,0,0,594,0,5664
2024/3/20,00:30,5545,0,811,2828,61,347,342,0,245,0,0,180,0,-71,0,802,0,5545
2024/3/20,01:00,5605,0,790,2792,61,337,354,0,245,0,0,190,0,-20,0,856,0,5605
2024/3/20,01:30,5707,0,806,2797,61,333,357,0,244,0,0,198,0,-50,0,960,0,5706
2024/3/20,02:00,5809,0,735,2885,62,333,387,0,244,0,0,197,0,-98,0,1064,0,5809
2024/3/20,02:30,6051,0,862,2776,63,337,405,0,244,0,0,190,0,-55,0,1228,0,6050
2024/3/20,03:00,6254,0,869,2746,63,337,428,0,243,0,0,175,0,0,0,1392,0,6253
2024/3/20,03:30,6406,0,924,2768,64,343,419,0,244,0,0,183,0,0,0,1460,0,6405
2024/3/20,04:00,6539,0,960,2897,64,333,394,0,243,0,0,181,0,1,0,1466,0,6539
2024/3/20,04:30,6577,0,1245,3030,64,331,388,0,243,0,0,178,0,27,0,1070,0,6576
2024/3/20,05:00,6634,0,1204,3034,64,333,391,0,243,0,0,166,0,0,0,1198,0,6633
2024/3/20,05:30,6614,0,1075,3022,64,333,411,0,245,0,0,131,0,0,0,1334,0,6615
2024/3/20,06:00,6743,0,1088,3036,64,333,418,0,245,6,0,115,0,0,0,1440,0,6745
2024/3/20,06:30,6747,0,924,2970,64,333,417,0,245,167,0,119,0,0,0,1508,0,6747
2024/3/20,07:00,6748,0,903,2839,64,331,423,0,244,524,0,95,0,0,0,1324,0,6747
2024/3/20,07:30,6898,0,808,2776,65,327,419,0,244,868,0,83,0,-33,0,1340,0,6897
2024/3/20,08:00,7102,0,934,2639,65,310,453,0,243,1167,0,93,0,439,0,760,0,7103
2024/3/20,08:30,7516,0,1544,2741,67,294,474,0,242,1326,0,75,0,516,0,238,0,7517
2024/3/20,09:00,7582,0,1594,2844,67,282,465,0,241,1138,0,64,0,168,0,720,0,7583
2024/3/20,09:30,7731,0,1710,2868,67,276,452,0,240,1247,0,77,0,462,0,334,0,7733
2024/3/20,10:00,7811,0,1735,2590,66,280,414,0,240,978,0,99,0,642,0,768,0,7812
2024/3/20,10:30,7500,0,1733,2479,66,276,377,0,240,1020,0,121,0,518,0,670,0,7500
2024/3/20,11:00,7509,0,1622,2468,66,278,366,0,241,1257,0,144,0,71,0,996,0,7509
2024/3/20,11:30,7165,0,1498,2474,66,280,367,0,241,1652,0,152,0,-287,0,722,0,7165
2024/3/20,12:00,6982,0,1314,2465,66,276,390,0,241,1947,0,162,0,-738,0,860,0,6983
2024/3/20,12:30,7003,0,1648,2574,65,278,392,0,241,1991,0,134,0,-500,0,180,0,7003
2024/3/20,13:00,7056,0,1525,2582,65,278,395,0,240,1993,0,141,0,-169,0,6,0,7056
2024/3/20,13:30,7003,0,1504,2541,65,278,398,0,240,2186,0,144,0,-556,0,204,0,7004
2024/3/20,14:00,7093,0,1571,2468,64,278,402,0,240,2168,0,134,0,-637,0,404,0,7092
2024/3/20,14:30,6831,0,1673,2478,64,282,399,0,240,1992,0,163,0,-653,0,192,0,6830
2024/3/20,15:00,6829,0,1579,2540,64,300,406,0,241,2083,0,164,0,-681,0,132,0,6828
2024/3/20,15:30,7048,0,1679,2715,64,314,409,0,241,1906,0,157,0,-557,0,120,0,7048
2024/3/20,16:00,7025,0,1314,2856,65,330,403,0,242,1439,0,166,0,-143,0,352,0,7024
2024/3/20,16:30,7186,0,1274,2976,65,330,426,0,243,1088,0,155,0,-51,0,680,0,7186
2024/3/20,17:00,7297,0,1613,3044,66,328,427,0,243,584,0,131,0,25,0,836,0,7297
2024/3/20,17:30,7599,0,1858,3142,67,330,441,0,243,213,0,113,0,360,0,832,0,7599
2024/3/20,18:00,7807,0,1869,3291,67,330,490,0,243,11,0,122,0,147,0,1236,0,7806
2024/3/20,18:30,7989,0,1948,3343,67,330,490,0,245,0,0,120,0,226,0,1220,0,7989
2024/3/20,19:00,7928,0,1994,3352,67,328,453,0,245,0,0,95,0,387,0,1008,0,7929
2024/3/20,19:30,7898,0,1940,3350,66,330,457,0,244,0,0,98,0,133,0,1280,0,7898
2024/3/20,20:00,7896,0,1825,3306,66,330,449,0,244,0,0,84,0,59,0,1532,0,7895
2024/3/20,20:30,7768,0,1736,3278,64,330,435,0,244,0,0,68,0,35,0,1576,0,7766
2024/3/20,21:00,7630,0,1709,3288,66,330,417,0,244,0,0,82,0,26,0,1468,0,7630
2024/3/20,21:30,7389,0,1505,3268,65,328,417,0,244,0,0,97,0,0,0,1464,0,7388
2024/3/20,22:00,7190,0,1624,3281,64,333,436,0,243,0,0,67,0,0,0,1142,0,7190
2024/3/20,22:30,6893,0,1274,3275,63,333,448,0,243,0,0,47,0,-40,0,1250,0,6893
2024/3/20,23:00,6769,0,1501,3273,62,333,421,0,244,0,0,47,0,-6,0,892,0,6767
2024/3/20,23:30,6649,0,1672,3280,62,333,414,0,245,0,0,43,0,0,0,600,0,6649
2024/3/21,00:00,6530,0,1718,3276,62,331,403,0,244,0,0,68,0,0,0,428,0,6530
2024/3/21,00:30,6472,0,1594,3305,63,333,431,0,244,0,0,63,0,-1,0,440,0,6472
2024/3/21,01:00,6539,0,1643,3305,63,335,438,0,244,0,0,50,0,-116,0,578,0,6540
2024/3/21,01:30,6601,0,1503,3303,63,331,438,0,244,0,0,46,0,-152,0,824,0,6600
2024/3/21,02:00,6751,0,1496,3280,64,333,444,0,244,0,0,37,0,0,0,852,0,6750
2024/3/21,02:30,6990,0,1628,3288,65,331,455,0,244,0,0,45,0,0,0,934,0,6990
2024/3/21,03:00,7169,0,1765,3280,65,333,497,0,244,0,0,38,0,11,0,936,0,7169
2024/3/21,03:30,7347,0,1789,3309,66,335,449,0,243,0,0,36,0,167,0,954,0,7348
2024/3/21,04:00,7334,0,1602,3282,66,331,431,0,243,0,0,31,0,10,0,1338,0,7334
2024/3/21,04:30,7249,0,1593,3279,66,333,423,0,243,0,0,26,0,0,0,1286,0,7249
2024/3/21,05:00,7345,0,1816,3293,66,331,436,0,243,0,0,21,0,0,0,1140,0,7346
2024/3/21,05:30,7449,0,1822,3303,71,333,441,0,245,0,0,16,0,0,0,1218,0,7449
2024/3/21,06:00,7821,0,1948,3297,92,333,435,0,245,4,0,16,0,176,0,1276,0,7822
2024/3/21,06:30,8001,0,1934,3302,111,333,422,0,245,143,0,8,0,304,0,1200,0,8002
2024/3/21,07:00,8070,0,1769,3339,136,333,427,0,245,454,0,7,0,126,0,1234,0,8070
2024/3/21,07:30,8092,0,1637,3332,179,331,458,0,244,873,0,5,0,43,0,990,0,8092
2024/3/21,08:00,8284,0,1574,3309,176,338,444,0,242,1312,0,2,0,0,0,886,0,8283
2024/3/21,08:30,8554,0,1576,3297,177,338,425,0,241,1798,0,7,0,0,0,694,0,8553
2024/3/21,09:00,8442,0,1280,3213,176,338,380,0,240,2242,0,5,0,0,0,568,0,8442
2024/3/21,09:30,8363,0,1217,3036,176,338,359,0,240,2651,0,2,0,0,0,342,0,8361
2024/3/21,10:00,8106,0,987,2943,175,336,367,0,241,2723,0,4,0,-109,0,440,0,8107
2024/3/21,10:30,7907,0,1142,2961,177,338,409,0,241,2718,0,3,0,-247,0,166,0,7908
2024/3/21,11:00,7817,0,1147,2974,177,340,396,0,241,2812,0,9,0,-436,0,156,0,7816
2024/3/21,11:30,7763,0,1273,2970,176,336,402,0,241,2736,0,11,0,-75,0,-306,0,7764
2024/3/21,12:00,7398,0,1241,2985,175,338,394,0,242,2476,0,9,0,-323,0,-140,0,7397
2024/3/21,12:30,7352,0,1356,2980,175,336,429,0,242,2364,0,8,0,-259,0,-280,0,7351
2024/3/21,13:00,7666,0,1424,2968,174,340,428,0,230,2287,0,10,0,-39,0,-156,0,7666
2024/3/21,13:30,7674,0,1424,2967,178,338,426,0,222,2061,0,12,0,-49,0,94,0,7673
2024/3/21,14:00,7546,0,1277,2974,175,341,467,0,223,1968,0,13,0,0,0,108,0,7546
2024/3/21,14:30,7671,0,1488,2979,178,343,479,0,222,1869,0,23,0,-228,0,318,0,7671
2024/3/21,15:00,7596,0,1332,3034,179,341,436,0,224,1619,0,13,0,-189,0,606,0,7595
2024/3/21,15:30,7575,0,1187,3212,177,345,437,0,223,1448,0,10,0,0,0,536,0,7575
2024/3/21,16:00,7661,0,1488,3302,175,343,435,0,224,1193,0,14,0,2,0,484,0,7660
2024/3/21,16:30,7827,0,1769,3341,179,341,465,0,224,865,0,10,0,117,0,516,0,7827
2024/3/21,17:00,7834,0,1585,3350,181,343,491,0,225,504,0,11,0,40,0,1104,0,7834
2024/3/21,17:30,7898,0,1672,3363,224,345,528,0,225,191,0,7,0,247,0,1096,0,7898
2024/3/21,18:00,8042,0,1734,3381,231,347,529,0,226,15,0,7,0,180,0,1392,0,8042
2024/3/21,18:30,8077,0,1766,3385,216,349,514,0,226,0,0,12,0,224,0,1384,0,8076
2024/3/21,19:00,7946,0,1880,3407,178,365,538,0,226,0,0,9,0,219,0,1124,0,7946
2024/3/21,19:30,7794,0,1800,3388,170,385,548,0,226,0,0,9,0,258,0,1010,0,7794
2024/3/21,20:00,7747,0,1732,3387,164,393,505,0,226,0,0,12,0,311,0,1016,0,7746
2024/3/21,20:30,7677,0,1760,3363,179,363,485,0,226,0,0,8,0,194,0,1100,0,7678
2024/3/21,21:00,7490,0,1762,3324,225,357,505,0,225,0,0,3,0,148,0,942,0,7491
2024/3/21,21:30,7290,0,1593,3318,183,369,488,0,225,0,0,2,0,81,0,1032,0,7291
2024/3/21,22:00,7172,0,1587,3335,175,337,508,0,225,0,0,2,0,80,0,924,0,7173
2024/3/21,22:30,6985,0,1552,3311,171,331,477,0,225,0,0,3,0,65,0,850,0,6985
2024/3/21,23:00,6817,0,1388,3323,161,345,466,0,226,0,0,2,0,43,0,862,0,6816
2024/3/21,23:30,6629,0,1420,3325,160,343,467,0,226,0,0,1,0,20,0,668,0,6630
2024/3/22,00:00,6772,0,1697,3326,160,331,466,0,226,0,0,1,0,155,0,410,0,6772
2024/3/22,00:30,6777,0,1680,3338,160,333,444,0,225,0,0,2,0,30,0,564,0,6776
2024/3/22,01:00,6780,0,1668,3322,193,331,423,0,225,0,0,2,0,0,0,616,0,6780
2024/3/22,01:30,6818,0,1417,3323,178,335,426,0,226,0,0,2,0,0,0,910,0,6817
2024/3/22,02:00,7126,0,1541,3313,174,333,413,0,225,0,0,2,0,0,0,1124,0,7125
2024/3/22,02:30,7204,0,1596,3314,178,331,409,0,225,0,0,2,0,0,0,1148,0,7203
2024/3/22,03:00,7416,0,1664,3294,197,333,407,0,226,0,0,5,0,0,0,1290,0,7416
2024/3/22,03:30,7463,0,1646,3295,205,331,418,0,225,0,0,3,0,0,0,1340,0,7463
2024/3/22,04:00,7641,0,1783,3297,224,335,457,0,225,0,0,4,0,0,0,1316,0,7641
2024/3/22,04:30,7557,0,1499,3303,227,331,433,0,225,0,0,9,0,0,0,1530,0,7557
2024/3/22,05:00,7671,0,1688,3311,245,333,433,0,224,0,0,10,0,0,0,1426,0,7670
2024/3/22,05:30,7666,0,1721,3307,362,333,436,0,226,0,0,17,0,0,0,1264,0,7666
2024/3/22,06:00,7976,0,1697,3332,382,331,445,0,226,9,0,23,0,-42,0,1572,0,7975
2024/3/22,06:30,8016,0,1664,3319,318,335,450,0,226,221,0,25,0,46,0,1412,0,8016
2024/3/22,07:00,8181,0,1671,3162,228,333,456,0,226,626,0,33,0,42,0,1404,0,8181
2024/3/22,07:30,8019,0,936,2806,193,331,429,0,226,1208,0,37,0,237,0,1616,0,8019
2024/3/22,08:00,8023,0,986,2645,124,338,447,0,224,1867,0,49,0,415,0,928,0,8023
2024/3/22,08:30,8149,0,1340,2423,68,332,442,0,223,2488,0,56,0,243,0,534,0,8149
2024/3/22,09:00,7953,0,1192,2211,67,315,405,0,221,3027,0,52,0,17,0,446,0,7953
2024/3/22,09:30,7629,0,879,1869,66,296,407,0,222,3641,0,48,0,-26,0,228,0,7630
2024/3/22,10:00,7357,0,614,1770,65,277,436,0,222,4131,0,48,0,-191,0,-16,0,7356
2024/3/22,10:30,7361,0,650,1778,64,262,435,0,222,4465,0,53,0,-393,0,-176,0,7360
2024/3/22,11:00,7208,0,641,1790,59,257,398,0,223,4743,0,51,0,-391,0,-564,0,7207
2024/3/22,11:30,7216,0,693,1830,55,253,387,0,223,4935,0,46,0,-105,0,-1100,0,7217
2024/3/22,12:00,6761,0,607,1736,51,255,364,0,223,5000,0,46,0,-515,0,-1006,0,6761
2024/3/22,12:30,6611,0,540,1594,47,257,347,0,223,4970,0,46,0,-832,0,-580,0,6612
2024/3/22,13:00,6865,0,792,1555,42,253,403,0,223,4752,0,51,0,-678,0,-528,0,6865
2024/3/22,13:30,6619,0,597,1684,38,255,403,0,222,4265,0,47,0,-402,0,-492,0,6617
2024/3/22,14:00,6510,0,743,1655,34,253,420,0,222,3947,0,46,0,-438,0,-372,0,6510
2024/3/22,14:30,6408,0,647,1681,53,267,403,0,222,3696,0,45,0,-374,0,-232,0,6408
2024/3/22,15:00,6423,0,639,1735,101,295,391,0,224,3442,0,55,0,-531,0,70,0,6421
2024/3/22,15:30,6576,0,891,1959,143,318,375,0,223,2885,0,54,0,-26,0,-246,0,6576
2024/3/22,16:00,6743,0,1070,2328,141,337,398,0,225,2166,0,62,0,-20,0,36,0,6743
2024/3/22,16:30,6856,0,1197,2736,139,336,414,0,225,1469,0,75,0,0,0,266,0,6857
2024/3/22,17:00,6841,0,1102,3152,142,336,462,0,225,789,0,77,0,-40,0,598,0,6843
2024/3/22,17:30,7117,0,1315,3254,140,338,454,0,225,286,0,81,0,0,0,1024,0,7117
2024/3/22,18:00,7350,0,1399,3301,143,334,456,0,227,20,0,84,0,4,0,1382,0,7350
2024/3/22,18:30,7543,0,1704,3358,178,336,500,0,231,0,0,78,0,144,0,1016,0,7545
2024/3/22,19:00,7407,0,1754,3353,191,338,506,0,235,0,0,77,0,81,0,872,0,7407
2024/3/22,19:30,7436,0,1721,3352,183,336,486,0,239,0,0,88,0,71,0,960,0,7436
2024/3/22,20:00,7293,0,1468,3339,141,336,470,0,243,0,0,104,0,44,0,1148,0,7293
2024/3/22,20:30,7287,0,1650,3336,79,338,479,0,244,0,0,129,0,44,0,988,0,7287
2024/3/22,21:00,7119,0,1645,3297,32,336,476,0,244,0,0,161,0,74,0,856,0,7121
2024/3/22,21:30,6880,0,1583,3298,32,338,472,0,244,0,0,160,0,36,0,718,0,6881
2024/3/22,22:00,6745,0,1732,3297,31,331,452,0,244,0,0,165,0,33,0,460,0,6745
2024/3/22,22:30,6471,0,1638,3234,34,331,436,0,244,0,0,164,0,11,0,378,0,6470
2024/3/22,23:00,6375,0,1611,3031,37,333,438,0,244,0,0,158,0,7,0,516,0,6375
2024/3/22,23:30,6135,0,1519,3009,39,329,429,0,244,0,0,154,0,25,0,386,0,6134
2024/3/23,00:00,6115,0,1504,3010,42,333,405,0,245,0,0,160,0,0,0,416,0,6115
2024/3/23,00:30,5925,0,1516,2919,45,333,405,0,245,0,0,165,0,0,0,298,0,5926
2024/3/23,01:00,5955,0,1368,2822,48,331,400,0,245,0,0,150,0,-42,0,632,0,5954
2024/3/23,01:30,5982,0,1524,2804,51,331,400,0,245,0,0,154,0,-72,0,546,0,5983
2024/3/23,02:00,6097,0,1407,2809,55,333,410,0,245,0,0,148,0,-34,0,724,0,6097
2024/3/23,02:30,6326,0,1580,2811,59,331,426,0,245,0,0,151,0,31,0,692,0,6326
2024/3/23,03:00,6445,0,1473,2811,62,331,424,0,245,0,0,166,0,0,0,932,0,6444
2024/3/23,03:30,6577,0,1513,2804,64,331,416,0,245,0,0,167,0,0,0,1036,0,6576
2024/3/23,04:00,6548,0,1424,2826,64,333,445,0,245,0,0,167,0,-65,0,1108,0,6547
2024/3/23,04:30,6587,0,1521,2806,64,331,475,0,245,0,0,165,0,-72,0,1052,0,6587
2024/3/23,05:00,6508,0,1455,2821,63,331,465,0,244,0,0,164,0,-72,0,1036,0,6507
2024/3/23,05:30,6425,0,1262,2822,63,333,439,0,246,0,0,164,0,-71,0,1166,0,6424
2024/3/23,06:00,6332,0,1215,2832,63,331,448,0,246,4,0,160,0,-19,0,1050,0,6330
2024/3/23,06:30,6372,0,1215,2829,62,333,452,0,246,69,0,150,0,0,0,1016,0,6372
2024/3/23,07:00,6433,0,1208,2828,62,333,463,0,246,109,0,127,0,0,0,1056,0,6432
2024/3/23,07:30,6584,0,1372,2830,62,333,493,0,246,173,0,117,0,130,0,828,0,6584
2024/3/23,08:00,6784,0,1441,2825,62,326,526,0,244,233,0,115,0,512,0,500,0,6784
2024/3/23,08:30,7003,0,1448,2832,61,324,523,0,243,287,0,118,0,681,0,486,0,7003
2024/3/23,09:00,7070,0,1440,2828,62,326,500,0,242,310,0,101,0,613,0,646,0,7068
2024/3/23,09:30,7121,0,1451,2827,61,324,504,0,243,370,0,101,0,780,0,460,0,7121
2024/3/23,10:00,7011,0,1449,2828,60,324,445,0,243,420,0,95,0,461,0,686,0,7011
2024/3/23,10:30,7005,0,1445,2832,60,326,433,0,243,439,0,79,0,284,0,866,0,7007
2024/3/23,11:00,6954,0,1382,2832,59,324,452,0,244,515,0,94,0,58,0,994,0,6954
2024/3/23,11:30,6919,0,1403,2833,59,326,484,0,243,573,0,87,0,38,0,872,0,6918
2024/3/23,12:00,6717,0,1345,2826,58,326,480,0,244,635,0,78,0,13,0,712,0,6717
2024/3/23,12:30,6507,0,1162,2934,59,326,453,0,243,653,0,68,0,0,0,608,0,6506
2024/3/23,13:00,6498,0,1258,3015,58,326,473,0,243,681,0,60,0,0,0,384,0,6498
2024/3/23,13:30,6467,0,1357,3010,59,326,482,0,242,644,0,48,0,59,0,240,0,6467
2024/3/23,14:00,6468,0,1017,3026,58,324,508,0,242,663,0,38,0,-90,0,680,0,6466
2024/3/23,14:30,6391,0,851,3164,58,326,530,0,243,661,0,30,0,0,0,528,0,6391
2024/3/23,15:00,6416,0,1275,3221,78,324,543,0,243,627,0,26,0,0,0,78,0,6415
2024/3/23,15:30,6340,0,1074,3218,111,326,559,0,243,561,0,17,0,0,0,230,0,6339
2024/3/23,16:00,6446,0,1108,3246,153,324,563,0,243,461,0,11,0,0,0,338,0,6447
2024/3/23,16:30,6514,0,1303,3254,177,326,562,0,242,363,0,6,0,0,0,280,0,6513
2024/3/23,17:00,6649,0,1359,3269,179,326,572,0,240,227,0,2,0,0,1,474,0,6649
2024/3/23,17:30,6676,0,1248,3274,183,326,581,0,236,77,0,0,0,0,1,750,0,6676
2024/3/23,18:00,6845,0,1454,3290,171,328,588,0,233,4,0,0,0,0,1,776,0,6845
2024/3/23,18:30,6802,0,1573,3297,171,326,589,0,228,0,0,1,0,0,1,616,0,6802
2024/3/23,19:00,6740,0,1581,3293,172,328,598,0,224,0,0,2,0,0,1,540,0,6739
2024/3/23,19:30,6710,0,1380,3292,171,328,596,0,224,0,0,2,0,0,1,716,0,6710
2024/3/23,20:00,6528,0,1334,3290,128,328,596,0,224,0,0,3,0,0,1,624,0,6528
2024/3/23,20:30,6428,0,1392,3298,62,332,576,0,224,0,0,4,0,0,1,538,0,6427
2024/3/23,21:00,6238,0,1372,3286,63,328,576,0,224,0,0,2,0,0,1,386,0,6238
2024/3/23,21:30,6095,0,1116,3235,62,330,559,0,224,0,0,2,0,0,1,566,0,6095
2024/3/23,22:00,5938,0,988,3053,62,331,554,0,224,0,0,4,0,0,1,720,0,5937
2024/3/23,22:30,5722,0,1002,2956,61,333,553,0,225,0,0,7,0,0,1,584,0,5722
2024/3/23,23:00,5655,0,1068,2875,60,335,545,0,225,0,0,6,0,21,0,520,0,5655
2024/3/23,23:30,5459,0,1013,2872,60,365,546,0,225,0,0,9,0,0,0,368,0,5458
2024/3/24,00:00,5423,0,954,2970,60,381,532,0,224,0,0,5,0,0,0,296,0,5422
2024/3/24,00:30,5309,0,1122,2986,60,381,531,0,224,0,0,4,0,-101,0,100,0,5307
2024/3/24,01:00,5267,0,1114,2989,60,383,559,0,225,0,0,3,0,-316,0,250,0,5267
2024/3/24,01:30,5304,0,1043,2987,61,383,565,0,225,0,0,7,0,-316,0,350,0,5305
2024/3/24,02:00,5342,0,940,2979,62,381,563,0,225,0,0,15,0,-314,0,492,0,5343
2024/3/24,02:30,5650,0,881,2981,63,381,560,0,224,0,0,20,0,-109,0,648,0,5649
2024/3/24,03:00,5869,0,895,3049,64,381,568,0,224,0,0,23,0,0,0,664,0,5868
2024/3/24,03:30,5955,0,1173,3138,64,381,585,0,225,0,0,39,0,0,0,350,0,5955
2024/3/24,04:00,6041,0,1169,3151,65,383,586,0,224,0,0,42,0,0,0,420,0,6040
2024/3/24,04:30,5943,0,1011,3156,65,381,586,0,225,0,0,35,0,0,0,484,0,5943
2024/3/24,05:00,5910,0,980,2989,65,383,585,0,224,0,0,35,0,0,0,648,0,5909
2024/3/24,05:30,5659,0,858,2748,65,381,578,0,226,0,0,39,0,0,0,764,0,5659
2024/3/24,06:00,5657,0,801,2646,63,381,568,0,226,6,0,31,0,0,0,934,0,5656
2024/3/24,06:30,5594,0,624,2712,63,383,578,0,227,60,0,34,0,160,0,754,0,5595
2024/3/24,07:00,5579,0,489,2837,62,381,568,0,226,108,0,41,0,229,0,636,0,5577
2024/3/24,07:30,5565,0,631,2845,62,381,561,0,226,192,0,33,0,96,0,536,0,5563
2024/3/24,08:00,5804,0,880,2954,61,380,572,0,224,290,0,28,0,0,0,414,0,5803
2024/3/24,08:30,5985,0,923,3068,61,382,575,0,224,310,0,22,0,0,0,420,0,5985
2024/3/24,09:00,6085,0,676,3084,61,382,552,0,223,365,0,25,0,0,0,716,0,6084
2024/3/24,09:30,6041,0,719,3041,60,380,557,0,224,443,0,37,0,0,0,580,0,6041
2024/3/24,10:00,6013,0,748,3063,60,380,541,0,224,530,0,41,0,-6,0,432,0,6013
2024/3/24,10:30,5887,0,506,3016,60,380,538,0,224,587,0,44,0,-103,0,636,0,5888
2024/3/24,11:00,5864,0,612,2817,59,380,541,0,224,639,0,41,0,-78,0,628,0,5863
2024/3/24,11:30,5893,0,675,2773,60,382,543,0,224,623,0,27,0,-72,0,658,0,5893
2024/3/24,12:00,5852,0,575,2708,60,380,541,0,225,662,0,26,0,-71,0,746,0,5852
2024/3/24,12:30,5758,0,509,2674,60,382,535,0,225,696,0,35,0,-136,0,778,0,5758
2024/3/24,13:00,5716,0,747,2638,60,380,542,0,223,682,0,29,0,-314,0,728,0,5715
2024/3/24,13:30,5644,0,692,2769,59,380,539,0,224,682,0,30,0,-314,0,584,0,5645
2024/3/24,14:00,5672,0,742,2781,59,380,543,0,224,610,0,32,0,-376,0,676,0,5671
2024/3/24,14:30,5767,0,625,2731,59,382,548,0,224,614,0,30,0,-403,0,956,0,5766
2024/3/24,15:00,5753,0,692,2723,59,380,558,0,224,600,0,25,0,-608,0,1100,0,5753
2024/3/24,15:30,5790,0,680,2696,59,380,550,0,224,450,0,31,0,-393,0,1114,0,5791
2024/3/24,16:00,6032,0,619,2914,59,380,608,0,224,323,0,29,0,-25,0,900,0,6031
2024/3/24,16:30,6120,0,674,3091,60,380,604,0,224,227,0,28,0,0,0,830,0,6118
2024/3/24,17:00,6325,0,827,3087,61,382,607,0,225,135,0,28,0,24,1,948,0,6325
2024/3/24,17:30,6431,0,971,3134,62,382,618,0,225,56,0,21,0,39,1,922,0,6431
2024/3/24,18:00,6706,0,1319,3142,62,380,621,0,226,4,0,26,0,135,1,788,0,6704
2024/3/24,18:30,6725,0,1300,3149,63,380,623,0,226,0,0,25,0,233,1,726,0,6726
2024/3/24,19:00,6617,0,1203,3155,64,380,622,0,225,0,0,25,0,138,1,804,0,6617
2024/3/24,19:30,6506,0,1232,3145,63,382,622,0,225,0,0,23,0,91,1,722,0,6506
2024/3/24,20:00,6455,0,1244,3160,63,380,609,0,225,0,0,22,0,83,1,668,0,6455
2024/3/24,20:30,6432,0,1327,3149,62,380,590,0,224,0,0,19,0,82,1,596,0,6430
2024/3/24,21:00,6261,0,1136,3150,62,380,576,0,225,0,0,10,0,69,1,652,0,6261
2024/3/24,21:30,5965,0,974,3124,61,382,568,0,224,0,0,12,0,3,1,616,0,5965
2024/3/24,22:00,5810,0,963,3136,60,381,571,0,224,0,0,13,0,0,1,460,0,5809
2024/3/24,22:30,5611,0,890,3038,60,381,582,0,224,0,0,14,0,0,1,420,0,5610
2024/3/24,23:00,5582,0,916,2822,59,383,587,0,225,0,0,17,0,0,0,572,0,5581
2024/3/24,23:30,5310,0,999,2620,59,381,589,0,225,0,0,19,0,0,0,418,0,5310
2024/3/25,00:00,5287,0,1068,2585,59,381,579,0,230,0,0,16,0,0,0,368,0,5286
2024/3/25,00:30,5148,0,827,2547,59,381,580,0,230,0,0,15,0,0,0,508,0,5147
2024/3/25,01:00,5250,0,825,2524,59,381,581,0,230,0,0,15,0,0,0,634,0,5249
2024/3/25,01:30,5342,0,823,2539,59,383,587,0,230,0,0,13,0,0,0,706,0,5340
2024/3/25,02:00,5483,0,933,2659,60,381,595,0,230,0,0,15,0,-1,0,612,0,5484
2024/3/25,02:30,5744,0,1034,2595,61,383,598,0,230,0,0,10,0,-78,0,910,0,5743
2024/3/25,03:00,5843,0,954,2732,62,381,596,0,230,0,0,12,0,0,0,876,0,5843
2024/3/25,03:30,6089,0,1001,2842,63,381,599,0,230,0,0,12,0,-50,0,1012,0,6090
