単位[MW平均],,供給力,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2024/3/13,23:30,6170,0,1366,3192,61,675,461,0,254,0,0,86,0,14,0,60,0,6169
2024/3/14,00:00,6100,0,1350,2927,61,678,409,0,254,0,0,87,0,0,0,332,0,6098
2024/3/14,00:30,6084,0,1364,3045,61,672,406,0,254,0,0,90,0,0,0,192,0,6084
2024/3/14,01:00,6238,0,1369,3050,61,674,399,0,254,0,0,79,0,0,0,352,0,6238
2024/3/14,01:30,6321,0,1320,3120,62,672,401,0,253,0,0,89,0,0,0,404,0,6321
2024/3/14,02:00,6413,0,1224,3302,62,678,400,0,253,0,0,85,0,0,0,408,0,6412
2024/3/14,02:30,6636,0,1615,3324,63,674,436,0,253,0,0,88,0,83,0,98,0,6634
2024/3/14,03:00,6876,0,1582,3330,65,674,450,0,253,0,0,95,0,129,0,298,0,6876
2024/3/14,03:30,6969,0,1663,3324,65,674,440,0,253,0,0,103,0,138,0,310,0,6970
2024/3/14,04:00,6978,0,1578,3333,65,674,415,0,253,0,0,99,0,120,0,440,0,6977
2024/3/14,04:30,7052,0,1497,3326,65,678,416,0,253,0,0,85,0,0,0,732,0,7052
2024/3/14,05:00,7122,0,1433,3329,65,674,413,0,253,0,0,86,0,0,0,870,0,7123
2024/3/14,05:30,7241,0,1601,3346,65,674,420,0,254,0,0,87,0,32,0,762,0,7241
2024/3/14,06:00,7452,0,1643,3346,65,674,428,0,254,0,0,74,0,150,0,818,0,7452
2024/3/14,06:30,7463,0,1600,3299,66,684,412,0,254,113,0,55,0,218,0,762,0,7463
2024/3/14,07:00,7473,0,1468,3185,66,696,431,0,253,525,0,43,0,147,0,658,0,7472
2024/3/14,07:30,7427,0,1225,3139,65,664,434,0,253,1111,0,37,0,38,0,460,0,7426
2024/3/14,08:00,7391,0,1108,2914,65,624,472,0,252,1761,0,30,0,91,0,74,0,7391
2024/3/14,08:30,7543,0,1098,2576,64,603,469,0,251,2411,0,32,0,3,0,36,0,7543
2024/3/14,09:00,7364,0,827,2347,63,602,422,0,249,2979,0,30,0,-107,0,-48,0,7364
2024/3/14,09:30,7151,0,836,2194,61,577,422,0,249,3504,0,23,0,-422,0,-292,0,7152
2024/3/14,10:00,6975,0,795,2001,60,550,413,0,248,3844,0,22,0,-323,0,-636,0,6974
2024/3/14,10:30,6944,0,821,1860,60,539,418,0,237,4011,0,21,0,-144,0,-880,0,6943
2024/3/14,11:00,6802,0,676,1606,60,541,413,0,220,4185,0,22,0,-38,0,-882,0,6803
2024/3/14,11:30,6725,0,811,1703,60,537,418,0,201,4379,0,23,0,-3,0,-1404,0,6725
2024/3/14,12:00,6333,0,719,1763,60,543,398,0,187,4375,0,29,0,-153,0,-1586,0,6335
2024/3/14,12:30,6316,0,834,1916,59,545,399,0,179,4404,0,28,0,-702,0,-1346,0,6316
2024/3/14,13:00,6479,0,722,1966,59,541,419,0,188,4365,0,28,0,-476,0,-1332,0,6480
2024/3/14,13:30,6471,0,819,1998,59,543,430,0,211,4163,0,34,0,-462,0,-1324,0,6471
2024/3/14,14:00,6383,0,878,2040,59,545,463,0,232,3898,0,39,0,-683,0,-1088,0,6383
2024/3/14,14:30,6342,0,856,2041,59,557,478,0,243,3491,0,40,0,-554,0,-868,0,6343
2024/3/14,15:00,6208,0,705,1977,59,554,445,0,249,3021,0,42,0,-406,0,-440,0,6206
2024/3/14,15:30,6288,0,805,2033,59,543,450,0,251,2457,0,44,0,-146,0,-208,0,6288
2024/3/14,16:00,6339,0,742,2179,60,560,453,0,252,1915,0,45,0,0,0,132,0,6338
2024/3/14,16:30,6475,0,1137,2456,61,588,461,0,253,1315,0,41,0,147,0,16,0,6475
2024/3/14,17:00,6549,0,1288,2776,62,600,480,0,253,711,0,31,0,159,0,190,0,6550
2024/3/14,17:30,6743,0,1212,3184,63,657,487,0,253,240,0,29,0,179,0,440,0,6744
2024/3/14,18:00,6918,0,1140,3332,64,682,477,0,254,7,0,30,0,125,0,808,0,6919
2024/3/14,18:30,7096,0,1208,3347,65,686,474,0,255,0,0,28,0,179,0,854,0,7096
2024/3/14,19:00,7047,0,1176,3360,66,682,517,0,254,0,0,27,0,190,0,774,0,7046
2024/3/14,19:30,7032,0,1183,3355,65,684,513,0,255,0,0,28,0,229,0,720,0,7032
2024/3/14,20:00,6927,0,1200,3371,65,682,487,0,254,0,0,26,0,125,0,716,0,6926
2024/3/14,20:30,6887,0,1293,3335,64,682,481,0,254,0,0,24,0,111,0,642,0,6886
2024/3/14,21:00,6728,0,1169,3314,63,690,480,0,254,0,0,27,0,70,0,662,0,6729
2024/3/14,21:30,6620,0,1273,3313,63,656,489,0,254,0,0,26,0,49,0,498,0,6621
2024/3/14,22:00,6419,0,1162,3282,63,628,461,0,254,0,0,31,0,2,0,536,0,6419
2024/3/14,22:30,6286,0,1328,3207,62,616,468,0,254,0,0,33,0,0,0,318,0,6286
2024/3/14,23:00,6185,0,1109,3047,61,602,455,0,254,0,0,36,0,0,0,620,0,6184
2024/3/14,23:30,5973,0,1113,2839,61,598,464,0,254,0,0,38,0,212,0,392,0,5971
2024/3/15,00:00,5918,0,921,2698,61,593,404,0,252,0,0,41,0,26,0,920,0,5916
2024/3/15,00:30,5917,0,764,2605,61,575,397,0,252,0,0,42,0,0,0,1220,0,5916
2024/3/15,01:00,5951,0,758,2603,62,575,416,0,252,0,0,45,0,0,0,1240,0,5951
2024/3/15,01:30,6064,0,697,2676,62,571,443,0,253,0,0,46,0,0,0,1316,0,6064
2024/3/15,02:00,6279,0,742,2723,63,575,446,0,253,0,0,45,0,0,0,1432,0,6279
2024/3/15,02:30,6453,0,667,2968,63,571,419,0,253,0,0,43,0,0,0,1468,0,6452
2024/3/15,03:00,6654,0,667,3011,64,573,436,0,253,0,0,41,0,0,0,1608,0,6653
2024/3/15,03:30,6885,0,887,3136,65,577,453,0,252,0,0,38,0,0,0,1478,0,6886
2024/3/15,04:00,6937,0,906,3255,65,571,440,0,252,0,0,39,0,0,0,1408,0,6936
2024/3/15,04:30,7020,0,963,3097,65,573,427,0,252,0,0,45,0,0,0,1598,0,7020
2024/3/15,05:00,7092,0,1062,3226,65,575,417,0,252,0,0,50,0,3,0,1442,0,7092
2024/3/15,05:30,7162,0,1128,3254,64,571,432,0,253,0,0,44,0,142,0,1274,0,7162
2024/3/15,06:00,7405,0,1021,3284,64,575,432,0,253,2,0,45,0,125,0,1604,0,7405
2024/3/15,06:30,7387,0,946,3105,64,541,435,0,253,143,0,46,0,427,0,1426,0,7386
2024/3/15,07:00,7429,0,786,3029,64,489,431,0,253,650,0,44,0,425,0,1258,0,7429
2024/3/15,07:30,7262,0,422,2793,63,473,436,0,252,1331,0,48,0,299,0,1144,0,7261
2024/3/15,08:00,7164,0,361,2323,63,475,421,0,251,2069,0,46,0,390,0,766,0,7165
2024/3/15,08:30,7137,0,696,1750,62,456,426,0,250,2783,0,46,0,242,0,428,0,7139
2024/3/15,09:00,6938,0,655,1592,61,436,426,0,249,3409,0,49,0,123,0,-62,0,6938
2024/3/15,09:30,6708,0,545,1572,59,407,435,0,250,3970,0,49,0,-129,0,-450,0,6708
2024/3/15,10:00,6485,0,498,1533,58,399,426,0,247,4385,0,54,0,-25,0,-1090,0,6485
2024/3/15,10:30,6384,0,530,1462,58,393,429,0,247,4700,0,66,0,-549,0,-952,0,6384
2024/3/15,11:00,6309,0,687,1385,57,379,395,0,239,4902,0,73,0,-633,0,-1176,0,6308
2024/3/15,11:30,6290,0,518,1357,57,377,410,0,239,5030,0,82,0,-627,0,-1154,0,6289
2024/3/15,12:00,5983,0,478,1372,58,373,422,0,240,5078,0,92,0,-733,0,-1396,0,5984
2024/3/15,12:30,5824,0,425,1365,57,373,415,0,239,5041,0,103,0,-835,0,-1360,0,5823
2024/3/15,13:00,6023,0,529,1354,57,373,387,0,238,4936,0,106,0,-785,0,-1172,0,6023
2024/3/15,13:30,6042,0,586,1377,58,383,419,0,238,4747,0,114,0,-816,0,-1064,0,6042
2024/3/15,14:00,5936,0,572,1391,58,381,465,0,238,4460,0,110,0,-787,0,-952,0,5936
2024/3/15,14:30,5856,0,518,1536,57,429,490,0,238,4054,0,113,0,-736,0,-844,0,5855
2024/3/15,15:00,5755,0,579,1736,58,410,450,0,239,3531,0,108,0,-632,0,-724,0,5755
2024/3/15,15:30,5933,0,603,1792,58,419,430,0,239,2918,0,100,0,-141,0,-486,0,5932
2024/3/15,16:00,5964,0,498,2018,58,467,440,0,240,2223,0,98,0,-139,0,60,0,5963
2024/3/15,16:30,6103,0,785,2348,60,480,438,0,241,1492,0,90,0,-54,0,222,0,6102
2024/3/15,17:00,6212,0,866,2846,61,508,464,0,241,784,0,88,0,1,0,354,0,6213
2024/3/15,17:30,6428,0,1043,3039,62,518,493,0,241,263,0,79,0,274,1,416,0,6429
2024/3/15,18:00,6611,0,782,3265,62,582,515,0,242,9,0,80,0,286,1,788,0,6612
2024/3/15,18:30,6705,0,749,3360,62,604,545,0,242,0,0,86,0,360,1,696,0,6705
2024/3/15,19:00,6619,0,739,3368,62,608,537,0,242,0,0,81,0,301,1,680,0,6619
2024/3/15,19:30,6535,0,702,3362,62,595,499,0,242,0,0,81,0,358,1,632,0,6534
2024/3/15,20:00,6489,0,697,3354,62,592,468,0,242,0,0,82,0,361,0,632,0,6490
2024/3/15,20:30,6418,0,703,3342,61,604,456,0,242,0,0,87,0,238,0,684,0,6417
2024/3/15,21:00,6315,0,763,3333,61,604,450,0,242,0,0,86,0,221,0,556,0,6316
2024/3/15,21:30,6233,0,651,3322,61,588,441,0,241,0,0,79,0,381,0,468,0,6232
2024/3/15,22:00,6089,0,706,3323,60,580,469,0,241,0,0,77,0,227,0,404,0,6087
2024/3/15,22:30,5876,0,716,3222,59,592,446,0,241,0,0,79,0,32,0,488,0,5875
2024/3/15,23:00,5913,0,894,3120,60,578,438,0,242,0,0,76,0,0,0,504,0,5912
2024/3/15,23:30,5725,0,915,2976,59,570,401,0,241,0,0,70,0,0,0,492,0,5724
2024/3/16,00:00,5611,0,836,2953,59,574,348,0,243,0,0,70,0,0,0,528,0,5611
2024/3/16,00:30,5671,0,728,2931,59,577,337,0,243,0,0,63,0,0,0,732,0,5670
2024/3/16,01:00,5653,0,623,2980,60,573,329,0,244,0,0,64,0,0,0,780,0,5653
2024/3/16,01:30,5839,0,712,3181,60,571,327,0,243,0,0,58,0,21,0,664,0,5837
2024/3/16,02:00,6000,0,540,3192,61,575,333,0,243,0,0,48,0,30,0,978,0,6000
2024/3/16,02:30,6132,0,627,3187,62,579,339,0,244,0,0,44,0,30,0,1020,0,6132
2024/3/16,03:00,6408,0,825,3241,63,575,372,0,244,0,0,36,0,33,0,1018,0,6407
2024/3/16,03:30,6462,0,859,3291,63,573,357,0,244,0,0,32,0,35,0,1008,0,6462
2024/3/16,04:00,6545,0,781,3316,63,573,367,0,243,0,0,32,0,276,0,892,0,6543
2024/3/16,04:30,6632,0,863,3333,63,573,367,0,243,0,0,28,0,307,0,854,0,6631
2024/3/16,05:00,6604,0,950,3333,64,577,342,0,244,0,0,17,0,259,0,818,0,6604
2024/3/16,05:30,6564,0,965,3343,65,571,345,0,244,0,0,15,0,198,0,818,0,6564
2024/3/16,06:00,6599,0,1015,3347,64,573,345,0,245,2,0,13,0,202,1,792,0,6599
2024/3/16,06:30,6482,0,840,3258,64,573,340,0,244,155,0,12,0,34,1,960,0,6481
2024/3/16,07:00,6360,0,595,3001,62,556,360,0,244,650,0,9,0,-56,1,936,0,6358
2024/3/16,07:30,6192,0,647,2682,62,551,368,0,244,1314,0,5,0,-359,0,678,0,6192
2024/3/16,08:00,6164,0,612,2207,60,489,365,0,243,2036,0,2,0,-87,0,238,0,6165
2024/3/16,08:30,6028,0,413,1929,60,456,376,0,236,2722,0,1,0,-146,0,-20,0,6027
2024/3/16,09:00,5763,0,324,1739,59,451,369,0,216,3319,0,0,0,154,0,-868,0,5763
2024/3/16,09:30,5522,0,405,1576,58,477,403,0,198,3846,0,1,0,-81,0,-1360,0,5523
2024/3/16,10:00,5352,0,396,1450,57,457,381,0,180,4267,0,1,0,-502,0,-1334,0,5353
2024/3/16,10:30,5267,0,386,1385,56,465,375,0,171,4567,0,2,0,-829,0,-1310,0,5268
2024/3/16,11:00,5228,0,348,1384,56,457,346,0,170,4631,141,2,0,-833,0,-1334,0,5227
2024/3/16,11:30,5180,0,440,1382,56,453,348,0,170,4588,298,6,0,-820,0,-1444,0,5179
2024/3/16,12:00,5070,0,415,1380,56,451,349,0,170,4336,563,13,0,-768,0,-1332,0,5070
2024/3/16,12:30,5005,0,519,1388,56,453,382,0,170,4066,752,11,0,-729,0,-1312,0,5004
2024/3/16,13:00,4939,0,606,1424,56,423,353,0,168,3900,763,4,0,-592,0,-1404,0,4938
2024/3/16,13:30,4973,0,526,1537,56,403,368,0,168,3945,510,3,0,-586,0,-1448,0,4972
2024/3/16,14:00,4772,0,455,1522,57,368,346,0,168,3863,333,5,0,-580,0,-1432,0,4772
2024/3/16,14:30,4762,0,495,1555,57,359,345,0,179,3769,0,6,0,-569,0,-1434,0,4762
2024/3/16,15:00,4674,0,446,1465,56,347,358,0,205,3334,0,9,0,-271,0,-1276,0,4673
2024/3/16,15:30,4810,0,461,1459,58,321,340,0,225,2772,0,8,0,47,0,-882,0,4809
2024/3/16,16:00,4961,0,595,1703,58,313,360,0,236,2101,0,10,0,121,0,-536,0,4961
2024/3/16,16:30,5140,0,616,1869,59,339,366,0,241,1428,0,8,0,173,0,40,0,5139
2024/3/16,17:00,5314,0,409,2443,60,348,388,0,244,757,0,6,0,155,0,506,0,5316
2024/3/16,17:30,5569,0,448,2822,61,360,414,0,244,265,0,8,0,343,1,602,0,5568
2024/3/16,18:00,5673,0,338,2864,62,399,435,0,245,10,0,9,0,244,1,1066,0,5673
2024/3/16,18:30,5962,0,454,3067,62,452,440,0,246,0,0,7,0,411,1,822,0,5962
2024/3/16,19:00,5898,0,318,3127,63,416,406,0,244,0,0,10,0,423,1,890,0,5898
2024/3/16,19:30,5920,0,327,3131,62,404,399,0,244,0,0,8,0,519,1,824,0,5919
2024/3/16,20:00,5810,0,305,2980,63,432,379,0,244,0,0,11,0,599,1,796,0,5810
2024/3/16,20:30,5780,0,304,3012,62,412,365,0,244,0,0,17,0,618,1,744,0,5779
2024/3/16,21:00,5664,0,300,3159,62,384,344,0,244,0,0,24,0,362,1,782,0,5662
2024/3/16,21:30,5547,0,361,3161,61,380,333,0,244,0,0,30,0,311,1,664,0,5546
2024/3/16,22:00,5384,0,437,3192,62,384,346,0,244,0,0,36,0,50,0,634,0,5385
2024/3/16,22:30,5215,0,484,2948,61,380,346,0,243,0,0,36,0,69,0,648,0,5215
2024/3/16,23:00,5150,0,478,2736,61,380,367,0,244,0,0,39,0,57,0,788,0,5150
2024/3/16,23:30,5095,0,525,2758,60,380,382,0,244,0,0,44,0,47,0,656,0,5096
2024/3/17,00:00,5039,0,542,2745,60,383,355,0,244,0,0,50,0,36,0,624,0,5039
2024/3/17,00:30,4997,0,498,2757,60,383,347,0,244,0,0,54,0,29,0,624,0,4996
2024/3/17,01:00,5018,0,549,2750,60,381,335,0,244,0,0,67,0,28,0,604,0,5018
2024/3/17,01:30,5059,0,596,2719,60,384,344,0,244,0,0,77,0,0,0,636,0,5060
2024/3/17,02:00,5253,0,557,2699,60,381,342,0,244,0,0,77,0,0,0,892,0,5252
2024/3/17,02:30,5339,0,588,2667,61,384,343,0,244,0,0,81,0,0,0,972,0,5340
2024/3/17,03:00,5632,0,596,2899,62,392,343,0,244,0,0,86,0,58,0,952,0,5632
2024/3/17,03:30,5649,0,611,2937,62,390,345,0,244,0,0,87,0,14,0,958,0,5648
2024/3/17,04:00,5704,0,621,2975,62,387,351,0,244,0,0,101,0,19,0,944,0,5704
2024/3/17,04:30,5826,0,577,2969,62,382,351,0,244,0,0,103,0,34,0,1106,0,5828
2024/3/17,05:00,5734,0,635,2998,61,384,356,0,243,0,0,99,0,33,0,924,0,5733
2024/3/17,05:30,5637,0,486,2763,61,383,341,0,245,0,0,96,0,29,0,1232,0,5636
2024/3/17,06:00,5518,0,446,2781,60,383,340,0,246,1,0,89,0,29,0,1144,0,5519
2024/3/17,06:30,5504,0,586,2805,60,382,355,0,245,94,0,80,0,31,0,866,0,5504
2024/3/17,07:00,5328,0,521,2841,59,383,374,0,245,269,0,71,0,30,0,534,0,5327
2024/3/17,07:30,5319,0,583,2740,59,383,345,0,245,563,0,67,0,29,0,304,0,5318
2024/3/17,08:00,5216,0,510,2649,59,380,371,0,243,824,0,72,0,23,0,84,0,5215
2024/3/17,08:30,5217,0,637,2383,59,376,381,0,242,1169,0,74,0,36,0,-140,0,5217
2024/3/17,09:00,5240,0,664,2180,58,359,374,0,241,1456,0,71,0,62,0,-224,0,5241
2024/3/17,09:30,5358,0,745,2200,59,338,409,0,242,1508,0,65,0,8,0,-216,0,5358
2024/3/17,10:00,5547,0,780,2343,58,294,393,0,243,995,0,68,0,341,0,32,0,5547
2024/3/17,10:30,5285,0,737,2391,59,264,342,0,242,744,0,66,0,196,0,244,0,5285
2024/3/17,11:00,5192,0,696,2504,58,259,334,0,243,848,0,68,0,40,0,142,0,5192
2024/3/17,11:30,5262,0,1048,2541,58,259,328,0,243,879,0,76,0,214,0,-384,0,5262
2024/3/17,12:00,5279,0,1118,2551,58,298,327,0,243,754,0,67,0,190,0,-328,0,5278
2024/3/17,12:30,5283,0,1009,2567,58,342,327,0,242,743,0,54,0,0,0,-60,0,5282
2024/3/17,13:00,5430,0,982,2572,57,362,336,0,242,674,0,49,0,0,0,156,0,5430
2024/3/17,13:30,5402,0,897,2597,57,377,341,0,242,705,0,54,0,0,0,132,0,5402
2024/3/17,14:00,5528,0,1031,2599,57,384,343,0,242,708,0,54,0,0,0,110,0,5528
2024/3/17,14:30,5501,0,1134,2599,57,381,357,0,242,645,0,45,0,0,0,42,0,5502
2024/3/17,15:00,5566,0,1297,2602,57,380,372,0,243,547,0,45,0,8,0,16,0,5567
2024/3/17,15:30,5601,0,1197,2643,57,380,379,0,243,433,0,46,0,185,0,38,0,5601
2024/3/17,16:00,5679,0,1239,2838,58,384,413,0,243,365,0,55,0,0,0,84,0,5679
2024/3/17,16:30,5832,0,1269,2865,59,380,414,0,243,306,0,63,0,93,0,140,0,5832
2024/3/17,17:00,5849,0,1240,3055,60,384,400,0,244,203,0,59,0,129,0,74,0,5848
2024/3/17,17:30,5953,0,1269,3282,61,384,413,0,244,104,0,50,0,153,0,-8,0,5952
2024/3/17,18:00,6216,0,1288,3365,61,383,412,0,245,5,0,45,0,220,0,192,0,6216
2024/3/17,18:30,6299,0,1254,3365,62,382,401,0,245,0,0,62,0,18,0,510,0,6299
2024/3/17,19:00,6242,0,1121,3343,62,380,407,0,244,0,0,70,0,0,0,614,0,6241
2024/3/17,19:30,6197,0,1191,3343,63,381,426,0,244,0,0,70,0,0,0,480,0,6198
2024/3/17,20:00,6057,0,915,3333,62,384,374,0,244,0,0,79,0,0,0,664,0,6055
2024/3/17,20:30,6012,0,859,3338,63,380,363,0,243,0,0,81,0,-164,0,850,0,6013
2024/3/17,21:00,5833,0,801,3209,62,383,363,0,243,0,0,97,0,-111,0,786,0,5833
2024/3/17,21:30,5763,0,737,3056,61,380,352,0,244,0,0,120,0,-43,0,856,0,5763
2024/3/17,22:00,5599,0,697,2845,61,381,359,0,243,0,0,131,0,0,0,882,0,5599
2024/3/17,22:30,5415,0,893,2730,60,381,355,0,243,0,0,135,0,0,0,618,0,5415
2024/3/17,23:00,5235,0,952,2710,60,385,360,0,244,0,0,133,0,0,0,390,0,5234
2024/3/17,23:30,5200,0,978,2564,59,381,363,0,244,0,0,133,0,0,0,478,0,5200
2024/3/18,00:00,5171,0,778,2628,60,381,339,0,244,0,0,126,0,-86,0,702,0,5172
2024/3/18,00:30,5114,0,535,2708,59,381,341,0,245,0,0,129,0,-321,0,1036,0,5113
2024/3/18,01:00,5110,0,532,2689,60,385,361,0,244,0,0,129,0,-319,0,1028,0,5109
2024/3/18,01:30,5252,0,664,2779,60,381,396,0,244,0,0,123,0,-319,0,924,0,5252
2024/3/18,02:00,5331,0,589,2669,61,383,352,0,244,0,0,122,0,-250,0,1162,0,5332
2024/3/18,02:30,5730,0,721,2817,62,383,366,0,244,0,0,118,0,25,0,994,0,5730
2024/3/18,03:00,5867,0,481,2731,63,382,374,0,244,0,0,121,0,37,0,1434,0,5867
2024/3/18,03:30,6107,0,561,2657,63,383,407,0,244,0,0,124,0,93,0,1574,0,6106
2024/3/18,04:00,6155,0,514,2750,63,382,407,0,244,0,0,136,0,77,0,1582,0,6155
2024/3/18,04:30,6283,0,669,2998,64,383,407,0,243,0,0,146,0,74,0,1298,0,6282
2024/3/18,05:00,6295,0,620,3273,63,382,404,0,244,0,0,153,0,78,0,1078,0,6295
2024/3/18,05:30,6486,0,482,3177,63,381,420,0,245,0,0,144,0,267,0,1306,0,6485
2024/3/18,06:00,6625,0,473,3200,63,383,399,0,245,3,0,134,0,435,0,1290,0,6625
2024/3/18,06:30,6718,0,561,3326,63,383,413,0,245,117,0,130,0,367,0,1112,0,6717
2024/3/18,07:00,6653,0,365,3200,64,381,410,0,245,479,0,127,0,310,0,1072,0,6653
2024/3/18,07:30,6741,0,385,2963,63,381,398,0,244,1026,0,118,0,262,0,900,0,6740
2024/3/18,08:00,6843,0,658,2753,64,390,443,0,243,1701,0,101,0,120,0,370,0,6843
2024/3/18,08:30,7237,0,852,2435,65,378,439,0,242,2310,0,100,0,232,0,184,0,7237
2024/3/18,09:00,7068,0,587,2218,65,360,410,0,241,2738,0,91,0,-153,0,512,0,7069
2024/3/18,09:30,6931,0,602,2075,65,306,435,0,240,3350,0,88,0,-432,0,202,0,6931
2024/3/18,10:00,6763,0,646,2028,64,268,418,0,240,3849,0,86,0,-184,0,-652,0,6763
2024/3/18,10:30,6779,0,677,1869,64,261,416,0,235,4302,0,71,0,-469,0,-648,0,6778
2024/3/18,11:00,6720,0,779,1639,63,261,426,0,225,4628,0,64,0,-469,0,-896,0,6720
2024/3/18,11:30,6539,0,639,1562,63,262,430,0,210,4891,0,50,0,-579,0,-988,0,6540
2024/3/18,12:00,6224,0,453,1482,63,275,358,0,203,5053,0,57,0,-845,0,-876,0,6223
2024/3/18,12:30,6099,0,527,1404,63,271,365,0,203,4882,195,49,0,-842,0,-824,0,6098
2024/3/18,13:00,6273,0,618,1433,63,291,374,0,209,4961,0,41,0,-780,0,-936,0,6274
2024/3/18,13:30,6237,0,605,1424,63,292,377,0,221,4809,0,34,0,-799,0,-788,0,6238
2024/3/18,14:00,6092,0,589,1421,62,289,376,0,230,4529,0,26,0,-752,0,-678,0,6092
2024/3/18,14:30,6043,0,629,1437,62,302,376,0,236,4143,0,17,0,-708,0,-452,0,6042
2024/3/18,15:00,5910,0,608,1665,61,353,384,0,241,3627,0,16,0,-608,0,-436,0,5911
2024/3/18,15:30,6152,0,656,1771,62,369,387,0,241,3000,0,16,0,-160,0,-190,0,6152
2024/3/18,16:00,6275,0,707,2074,63,380,423,0,243,2283,0,18,0,0,0,84,0,6275
2024/3/18,16:30,6517,0,1043,2421,63,392,428,0,243,1537,0,14,0,167,0,208,0,6516
2024/3/18,17:00,6510,0,1069,2806,64,392,403,0,243,825,0,8,0,184,0,516,0,6510
2024/3/18,17:30,6764,0,1122,3110,64,406,410,0,244,293,0,4,0,291,0,820,0,6764
2024/3/18,18:00,6984,0,1150,3323,66,388,420,0,244,14,0,2,0,292,0,1084,0,6983
2024/3/18,18:30,7224,0,1602,3360,66,392,421,0,245,0,0,4,0,462,0,672,0,7224
2024/3/18,19:00,7121,0,1624,3373,66,395,430,0,245,0,0,3,0,308,0,678,0,7122
2024/3/18,19:30,7078,0,1554,3375,67,399,440,0,245,0,0,5,0,228,0,764,0,7077
2024/3/18,20:00,7040,0,1644,3365,66,390,424,0,245,0,0,9,0,257,0,638,0,7038
2024/3/18,20:30,6980,0,1604,3347,65,396,462,0,244,0,0,17,0,131,0,714,0,6980
2024/3/18,21:00,6769,0,1511,3306,65,397,456,0,244,0,0,30,0,117,0,642,0,6768
2024/3/18,21:30,6648,0,1593,3304,65,394,422,0,244,0,0,29,0,87,0,510,0,6648
2024/3/18,22:00,6511,0,1602,3308,64,381,419,0,244,0,0,25,0,65,0,402,0,6510
2024/3/18,22:30,6437,0,1634,3308,63,385,414,0,244,0,0,26,0,30,0,334,0,6438
2024/3/18,23:00,6249,0,1483,3309,62,381,385,0,244,0,0,17,0,0,0,366,0,6247
2024/3/18,23:30,6106,0,1479,3291,62,381,376,0,244,0,0,5,0,0,0,268,0,6106
2024/3/19,00:00,5958,0,1453,3080,62,350,339,0,244,0,0,4,0,0,0,426,0,5958
2024/3/19,00:30,5922,0,1406,2850,62,331,335,0,244,0,0,2,0,-354,0,1044,0,5920
2024/3/19,01:00,5934,0,1402,2939,63,334,338,0,244,0,0,1,0,-343,0,956,0,5934
2024/3/19,01:30,6004,0,1105,2914,63,336,336,0,244,0,0,5,0,-32,0,1034,0,6005
2024/3/19,02:00,6202,0,1052,2956,63,331,344,0,244,0,0,8,0,0,0,1204,0,6202
2024/3/19,02:30,6478,0,1245,3043,65,333,346,0,244,0,0,9,0,0,0,1192,0,6477
2024/3/19,03:00,6754,0,1444,3224,65,333,345,0,244,0,0,11,0,0,0,1088,0,6754
2024/3/19,03:30,6873,0,1512,3266,66,333,387,0,244,0,0,13,0,0,0,1052,0,6873
2024/3/19,04:00,6871,0,1317,3282,66,333,384,0,243,0,0,18,0,0,0,1228,0,6871
2024/3/19,04:30,6876,0,1241,3255,66,333,365,0,243,0,0,22,0,63,0,1288,0,6876
2024/3/19,05:00,6911,0,1395,3315,66,332,354,0,242,0,0,26,0,137,0,1044,0,6911
2024/3/19,05:30,6941,0,1336,3291,65,334,359,0,244,0,0,31,0,125,0,1156,0,6941
2024/3/19,06:00,7279,0,1406,3254,65,335,359,0,244,3,0,31,0,125,0,1456,0,7278
2024/3/19,06:30,7310,0,1451,3305,66,333,367,0,244,174,0,31,0,127,0,1212,0,7310
2024/3/19,07:00,7332,0,1293,3340,67,343,372,0,244,496,0,29,0,268,0,880,0,7332
2024/3/19,07:30,7366,0,1137,3172,66,333,426,0,244,863,0,41,0,305,0,780,0,7367
2024/3/19,08:00,7408,0,1250,3068,66,332,441,0,243,1275,0,34,0,172,0,528,0,7409
2024/3/19,08:30,7523,0,1298,2925,67,314,465,0,243,1786,0,38,0,68,0,320,0,7524
2024/3/19,09:00,7369,0,1101,2821,67,327,423,0,241,2376,0,42,0,23,0,-52,0,7369
2024/3/19,09:30,7207,0,1202,2751,67,327,435,0,241,2840,0,71,0,0,0,-726,0,7208
2024/3/19,10:00,7074,0,1080,2352,66,272,408,0,240,3087,0,61,0,-47,0,-446,0,7073
2024/3/19,10:30,7186,0,1250,2241,66,273,418,0,241,3108,0,75,0,0,0,-486,0,7186
2024/3/19,11:00,6883,0,879,2081,65,333,408,0,241,2930,0,91,0,-265,0,120,0,6883
2024/3/19,11:30,6852,0,823,2138,65,317,393,0,241,2845,0,90,0,-257,0,198,0,6853
2024/3/19,12:00,6425,0,711,2099,65,301,376,0,241,2828,0,103,0,-209,0,-88,0,6427
2024/3/19,12:30,6523,0,790,2188,64,297,392,0,241,2961,0,95,0,-447,0,-58,0,6523
2024/3/19,13:00,6715,0,822,2224,65,293,395,0,241,2820,0,93,0,-226,0,-12,0,6715
2024/3/19,13:30,6963,0,781,2344,64,269,393,0,240,2614,0,83,0,0,0,176,0,6964
